--------- beginning of system
02-08 22:42:38.224  1029  4888 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity} from uid 2000
02-08 22:42:38.256  1029  1053 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.278  1029  1062 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.283  1029  1062 I ActivityManager: Start proc 25212:com.YourCompany.TemplateProject3/u0a147 for activity {com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity}
02-08 22:46:19.029   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.074   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.123   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.171   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.182   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.231   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.272   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.321   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.381   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.389   757 24804 E FrameSetDispatcher: [HEADSET] Client pid=883 (IOT): Failed to read from receive FMQ for 2 packets in 5000ms.
02-08 22:46:19.389   757 24804 E FrameSetDispatcher: This probably means this client is taking more than 33 ms to process the frame.
02-08 22:46:19.389   757 24804 E FrameSetDispatcher: Retrying.
02-08 22:46:19.421   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.470   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.472   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.520   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.568   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.618   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.647   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.696   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.736   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.740   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.786   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.879   883  1355 I chatty  : uid=1000(system) Binder:883_3 identical 2 lines
02-08 22:46:19.924   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:19.975   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.016   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.021   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.073   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.117   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.165   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.211   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.258   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.306   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.474   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 5 lines
02-08 22:46:20.517   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.575   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.577   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.616   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.658   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.707   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.746   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.792   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.837   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.841   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.891   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 1 line
02-08 22:46:20.946   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:20.988   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.030   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 1 line
02-08 22:46:21.075   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.127   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.130   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.176   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.225   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.240   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.282   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.332   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.381   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.384   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 1 line
02-08 22:46:21.433   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.477   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.566   883  1355 I chatty  : uid=1000(system) Binder:883_3 identical 2 lines
02-08 22:46:21.615   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.658   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.662   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.708   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 1 line
02-08 22:46:21.751   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.798   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:21.950   883  1355 I chatty  : uid=1000(system) Binder:883_3 identical 4 lines
02-08 22:46:21.967   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.019   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.068   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.117   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.219   883  1355 I chatty  : uid=1000(system) Binder:883_3 identical 3 lines
02-08 22:46:22.263   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.310   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.356   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.405   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.443   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.474   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 1 line
02-08 22:46:22.481   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.547   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.748   883  1355 I chatty  : uid=1000(system) Binder:883_3 identical 5 lines
02-08 22:46:22.752   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.800   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.827   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.867   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.915   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.951   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.973   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:22.981   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.026   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.071   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.123   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.165   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.201   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.244   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.248   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.301   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.513   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 5 lines
02-08 22:46:23.520   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.579   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.673   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 2 lines
02-08 22:46:23.721   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.766   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.808   883  1355 I chatty  : uid=1000(system) Binder:883_3 identical 1 line
02-08 22:46:23.812   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.857   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.906   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:23.948   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 1 line
02-08 22:46:23.986   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.030   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.078   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.080   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.128   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.180   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.229   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.280   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.339   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.386   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.389   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.432   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.528   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 2 lines
02-08 22:46:24.544   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.571   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.613   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.618   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.667   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.715   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.765   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.806   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.850   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.900   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.902   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.948   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:24.990   757 24804 E FrameSetDispatcher: [HEADSET] Client pid=883 (IOT): Failed to read from receive FMQ for 1 packets in 5000ms.
