--------- beginning of system
03-09 18:58:45.043  1052  8717 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity} from uid 2000
03-09 18:58:45.069  1052  1085 I ActivityManager: Start proc 14799:com.CraftyGoblinStudios.GroovyBeats/u0a217 for activity {com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity}
03-09 18:59:17.157  1052  1446 W ActivityTaskManager: startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { act=com.oculus.os.clearactivity.FINISH flg=0x800000 cmp=com.oculus.os.clearactivity/.ClearActivity (has extras) }
03-09 18:59:17.198  1052  1078 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
03-09 18:59:17.204   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 4 lines
03-09 18:59:17.229   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.232   861  1577 D TrackingService: getSharedMemory: com.CraftyGoblinStudios.GroovyBeats, Controller
03-09 18:59:17.234   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.365   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 7 lines
03-09 18:59:17.382   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.383   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.868   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 21 lines
03-09 18:59:17.884   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.886   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.892   842 15088 D MrSystemService: Mr Engine pause.
03-09 18:59:17.918   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:17.919   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:18.136   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 10 lines
03-09 18:59:18.154   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:18.156   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:18.436   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 15 lines
03-09 18:59:18.441   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:18.443   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.220  1052  1537 E TaskPersister: File error accessing recents directory (directory doesn't exist?).
03-09 18:59:20.292   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 96 lines
03-09 18:59:20.294   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.300  1052  3296 I ActivityTaskManager: Activity reported stop, but no longer stopping: ActivityRecord{5d35212 u0 com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity t1195}
03-09 18:59:20.301   861  1042 I TrackingService: Unregistering client by ITrackingService.unregisterClient
03-09 18:59:20.301   861  1042 I TrackingService: Failed to unregister client because client not found in registered list
03-09 18:59:20.301   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 7 lines
03-09 18:59:20.301   861  1042 I TrackingService: Failed to unregister client because client not found in registered list
03-09 18:59:20.301   861  1042 D TrackingService: unregister: com.CraftyGoblinStudios.GroovyBeats
03-09 18:59:20.335   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.336   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.341   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.342   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.346   861  1042 D TrackingService: getSharedMemory: com.CraftyGoblinStudios.GroovyBeats, HeadTracker
03-09 18:59:20.360   861  1042 D TrackingService: getSharedMemory: com.CraftyGoblinStudios.GroovyBeats, Controller
03-09 18:59:20.377   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.466   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 5 lines
03-09 18:59:20.483   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.502   861  1042 D TrackingService: haptic socket already exists
03-09 18:59:20.502   861  1042 D TrackingService: getSocket: com.CraftyGoblinStudios.GroovyBeats
03-09 18:59:20.509   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.556   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 2 lines
03-09 18:59:20.573   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.577   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.600   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:20.604   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:21.054   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 24 lines
03-09 18:59:21.065   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:21.068   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:21.603   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 28 lines
03-09 18:59:21.622   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:21.626   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:22.268   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 33 lines
03-09 18:59:22.314   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:22.316   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:23.084   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 39 lines
03-09 18:59:23.111   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:23.113   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:23.291   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 8 lines
03-09 18:59:23.313   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:23.314   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:24.874   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 79 lines
03-09 18:59:24.914   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:24.915   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:26.172   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 65 lines
03-09 18:59:26.185   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:26.188   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:26.756   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 27 lines
03-09 18:59:26.784   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:26.787   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.052   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 13 lines
03-09 18:59:27.066   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.067   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.282   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 10 lines
03-09 18:59:27.300   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.303   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.644   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 14 lines
03-09 18:59:27.649   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.678  1052  8717 E WindowManager: App trying to use insecure INPUT_FEATURE_NO_INPUT_CHANNEL flag. Ignoring
03-09 18:59:27.684   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.691   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.692   861  1577 D TrackingService: getSharedMemory: com.oculus.guardian, Controller
03-09 18:59:27.694   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.694   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.695   861  1042 D TrackingService: getSharedMemory: com.oculus.systemdriver, Controller
03-09 18:59:27.698   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.714   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.716   861  1042 D TrackingService: getSharedMemory: com.oculus.vrshell, Controller
03-09 18:59:27.724   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.795   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 3 lines
03-09 18:59:27.804   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.805   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.836   861  4212 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.837   861  4212 D TrackingService: getSharedMemory: com.CraftyGoblinStudios.GroovyBeats, Controller
03-09 18:59:27.841   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.845   738   738 E SensorService: Failed to set simple multi haptics, ret: -1
03-09 18:59:27.847   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.879  1052  4344 E WindowManager: App trying to use insecure INPUT_FEATURE_NO_INPUT_CHANNEL flag. Ignoring
03-09 18:59:27.885   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.886   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.886   861  1042 D TrackingService: getSharedMemory: com.oculus.guardian, Controller
03-09 18:59:27.887   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.887   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.889   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.890   861  1577 D TrackingService: getSharedMemory: com.oculus.systemdriver, Controller
03-09 18:59:27.894   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.895   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.896   861  1577 D TrackingService: getSharedMemory: com.oculus.vrshell, Controller
03-09 18:59:27.931   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:27.987   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 4 lines
03-09 18:59:28.024   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:28.064   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:28.066   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:28.087  1052 11903 I DisplayManagerService: Display device added: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-#main": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-#main,3", 1000 x 625, modeId 111, defaultModeId 111, supportedModes [{id=111, width=1000, height=625, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:28.106   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:28.110   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 1 line
03-09 18:59:28.133  1052  1078 I ActivityTaskManager: Override config changes=20005df8 {0.0 ?mcc?mnc ?localeList ?layoutDir sw500dp w800dp h500dp 200dpi lrg land ?uimode ?night -touch qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1000, 625) mAppBounds=Rect(0, 0 - 1000, 625) mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0}} for displayId=50
03-09 18:59:28.153   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:28.201   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:28.215  1052  1078 I DisplayManagerService: Display device changed state: "com.oculus.android_panel_app.AndroidPanelLayer-#main", ON
03-09 18:59:28.236  1052  3931 E WindowManager: App trying to use insecure INPUT_FEATURE_NO_INPUT_CHANNEL flag. Ignoring
03-09 18:59:28.240  1052  5948 I DisplayManagerService: Display device added: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-controlbar4": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-controlbar4,0", 1250 x 50, modeId 112, defaultModeId 112, supportedModes [{id=112, width=1250, height=50, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:28.263  1052  2266 I DisplayManagerService: Display device removed: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-controlbar4": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-controlbar4,0", 1250 x 50, modeId 112, defaultModeId 112, supportedModes [{id=112, width=1250, height=50, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
